E:/python_workspace/ETLdatasets/katakana/166/2277.2105.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2401.2276.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2304.2132.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2415.2290.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2204.2032.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2220.2048.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2205.2033.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2030.1705.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2303.2131.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/1886.1553.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/1554.1144.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2058.1733.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2608.2592.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/1773.1427.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2158.1868.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2144.1854.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/1481.1071.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/1881.1548.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/1655.1303.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2603.2587.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2122.1831.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2198.2025.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2223.2051.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/1873.1540.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2043.1718.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/1948.1615.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/1891.1558.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/1994.1662.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2449.2324.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2622.2606.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/1739.1393.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/1671.1321.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2161.1871.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2188.2014.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2675.2659.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2153.1863.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/1742.1396.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/1502.1092.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2581.2565.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/1951.1618.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/1699.1349.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2154.1864.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2565.2549.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2632.2616.166.bmp	166
E:/python_workspace/ETLdatasets/katakana/166/2284.2112.166.bmp	166
